user,result,apply_dt,close_dt,update_ts,duration,description,id
好运,等待,2020-06-19,,2020-07-18 16:59,,2006年来新，在新加坡读了小学，中学，理工学院，现私立大学学生。2018年申请一次，6个月后被拒。这次找了移民公司帮忙准备资料，希望能批下来。,meta/pr/2020-07-28/2020-07-18 16:59_好运.json
渴望通过,等待,2020-03-16,,2020-07-16 21:05,,在新13年。条件没有很好。学历不高。第一次申请希望真的能通过。,meta/pr/2020-07-18/2020-07-16 21:05_渴望通过.json
神奇的山猫,等待,2020-07-16,,2020-07-16 18:27,,EP + DP 家庭申请。都是上班族。,meta/pr/2020-07-18/2020-07-16 18:27_神奇的山猫.json
Lili,等待,2020-07-09,,2020-07-16 16:55,,本人PR。本地poly毕业，毕业2年后拿了PR身份就光速回国，之后在国内生活了4年多，期间没有在新加坡生活。 去年renewal REP仅给一年，然后回新工作，月薪7000SGD，10个月后再次renewal REP给了五年。 由于回国结了婚，带了老婆一起过来的，老婆过来拿LTVP+LOC工作，学历是国内二本本科，目前工资3000SGD，刚工作8个月交PR申请。另外我刚在新买了公寓，不知道算不算表忠心，会不会加分？ 希望顺利吧，新加坡一直待我不错。,meta/pr/2020-07-18/2020-07-16 16:55_Lili.json
JIUJIU,等待,2019-09-04,,2020-07-16 16:08,,"sp 来新11年，读书之后工作，又继续读的degree,拿到毕业证申请的 ，之前工作第一年申请了3个月被拒，现在等了10个月了，煎熬",meta/pr/2020-07-18/2020-07-16 16:08_JIUJIU.json
大红,等待,2020-02-27,,2020-07-16 14:45,,EP+SP带一女娃申请，来新10年，国内本科，第三次申请,meta/pr/2020-07-18/2020-07-16 14:45_大红.json
MM,通过,2019-03-01,2019-08-08,2020-07-15 21:17,160 days,29岁男，NTU博士+博后，EP，工作半年申请，五个月批准,meta/pr/2020-07-18/2020-07-15 21:17_MM.json
MM,通过,2019-03-01,2019-08-08,2020-07-15 00:10,160 days,29岁男，NTU博士+博后，EP，工作半年申请，申请时尚未拿到博士学位，五个月批准,meta/pr/2020-07-15/2020-07-15 00:10_MM.json
YM,通过,2018-04-02,2019-05-27,2020-07-09 22:04,420 days,EP 一拖三，工资8000+，MRT工程师，15年9月来新,meta/pr/2020-07-11/2020-07-09 22:04_YM.json
CL,等待,2020-03-30,,2020-07-08 14:51,,"EP, 来新近三年，国内211，7K+",meta/pr/2020-07-11/2020-07-08 14:51_CL.json
eva,等待,2019-05-30,,2020-07-07 09:55,,来新工作十二年，男EP薪水6800，加拿大Master 女DP薪水4500。,meta/pr/2020-07-11/2020-07-07 09:55_eva.json
耐心等待中-已通过,通过,2019-11-13,2020-07-03,2020-07-06 21:50,233 days,马来西亚男，单身29岁，英国硕士毕业，来新6个月申请，EP月薪2600，销售经理,meta/pr/2020-07-11/2020-07-06 21:50_耐心等待中-已通过.json
frank family,等待,2020-03-07,,2020-07-06 16:35,,"EP带SP+DP（N1 BOY),来新8年，part time NTU master 再读， 建筑行业，第四次申请。",meta/pr/2020-07-11/2020-07-06 16:35_frank family.json
新加坡牙医太贵了,通过,2019-07-09,2020-07-06,2020-07-06 15:30,363 days,18年4月来新工作，月薪12K+，34岁，国内专科； 老婆DP全职在家，两个女儿DP，一个在公立小学读P2，一个幼儿园读K1； 20年2月补交资料，3月再次补交，4月收到ICA的疫情影响延期的通知,meta/pr/2020-07-11/2020-07-06 15:30_新加坡牙医太贵了.json
Pending,等待,2020-02-07,,2020-07-06 12:41,,Diploma /来新7年/会计/Malaysian/第二次申请/SPass/2800,meta/pr/2020-07-11/2020-07-06 12:41_Pending.json
等花开,通过,2019-07-16,2020-06-19,2020-07-06 09:47,339 days,双EP，带一女娃，来新三年,meta/pr/2020-07-11/2020-07-06 09:47_等花开.json
俊勇,等待,2020-07-03,2021-01-15,2020-07-04 16:50,196 days,薪水2475，中学毕业,meta/pr/2020-07-11/2020-07-04 16:50_俊勇.json
小叮当,等待,2020-04-07,,2020-07-03 15:02,,来新7年 nus 本科 工作7个月申请 薪资3k,meta/pr/2020-07-11/2020-07-03 15:02_小叮当.json
janet,等待,2020-07-03,,2020-07-03 14:58,,"国内985本科，NTU PhD, 毕业工作9个月",meta/pr/2020-07-11/2020-07-03 14:58_janet.json
等待,等待,2020-04-04,,2020-07-02 18:51,,"EP, 在新1.5年",meta/pr/2020-07-11/2020-07-02 18:51_等待.json
WK,通过,2019-10-03,2021-03-19,2020-07-01 15:48,533 days,EP and EP，来新一年半申请。带一个孩子 Z主申，>10000 month,meta/pr/2020-07-11/2020-07-01 15:48_WK.json
6666,通过,2019-11-03,2020-06-24,2020-07-01 11:38,234 days,"来新6年+,basic 7k+,master，single",meta/pr/2020-07-11/2020-07-01 11:38_6666.json
QQ...,等待,2020-03-29,,2020-06-30 16:13,,"EP, 7K+, Taiwan",meta/pr/2020-07-11/2020-06-30 16:13_QQ....json
等待希望,等待,2019-10-10,,2020-06-30 11:11,,来新两年 没换过工作 马来西亚人 27岁 EP 薪水2.5K 餐饮业 英国学士文凭 第一次申请 希望有好结果,meta/pr/2020-07-11/2020-06-30 11:11_等待希望.json
pingbei,等待,2020-02-09,,2020-06-29 18:39,,来新六年，NTU PhD，研究助理，第一次申请,meta/pr/2020-07-11/2020-06-29 18:39_pingbei.json
Charles,等待,2019-09-03,,2020-06-28 15:42,,"单身男， 24岁， 15年来这边读poly，18年毕业。工作一年半多，拿Spass, 目前已经pending接近10个月。",meta/pr/2020-07-11/2020-06-28 15:42_Charles.json
皮卡,通过,2019-12-23,2020-06-24,2020-06-25 23:50,184 days,25，男，来新7年半，NUS本科，工作5个月，EP研究助理，月薪3.3K。6个月零1天,meta/pr/2020-07-11/2020-06-25 23:50_皮卡.json
louis,等待,2020-01-15,,2020-06-25 00:00,,"25yo malaysian male, ntu degree, f&b industry, ep holder",meta/pr/2020-07-11/2020-06-25 00:00_louis.json
孙笑川,等待,2019-07-12,,2020-06-24 13:57,,高二中途过来新加坡读Poly 来新5年 工资below 3K 单身男 23岁 上个月刚收到ICA的信说由于Covid19 审批时间会延长,meta/pr/2020-07-11/2020-06-24 13:57_孙笑川.json
20200622,等待,2020-06-22,,2020-06-23 12:13,,浙大本科 NUS Master 毕业工作满一年申请 试试水,meta/pr/2020-07-11/2020-06-23 12:13_20200622.json
支付宝,通过,2019-11-09,2020-04-02,2020-06-22 22:45,145 days,中国人 本地学历 来新10年 25岁 工作半年 4k,meta/pr/2020-07-11/2020-06-22 22:45_支付宝.json
快熟面,通过,2019-07-31,2020-06-17,2020-06-22 18:56,322 days,2005 来新从小学1年级到poly， poly 最后学期已学生证申请一次6个月被拒。毕业后全职，第二次申请时已工作10个月。疫情期间面临失业，马上就找到新工作update ica 。,meta/pr/2020-07-11/2020-06-22 18:56_快熟面.json
shawn_Goodman,等待,2019-01-07,,2020-06-21 23:05,,来新四年，国内本，IT行业，第一次申请,meta/pr/2020-07-11/2020-06-21 23:05_shawn_Goodman.json
小龙包,通过,2019-07-05,2020-06-19,2020-06-19 11:57,350 days,来新9年多，读本地高中，NUS degree，IT专业， 工作半年申请，月薪4000+，EP，单身，26岁,meta/pr/2020-07-11/2020-06-19 11:57_小龙包.json
小糖果,等待,2020-06-01,,2020-06-19 11:11,,来新一年半，30岁，EP，国内985本科，欧洲商学院硕士，月薪12k+。老公国内985本科硕士，目前在新读MBA。,meta/pr/2020-07-11/2020-06-19 11:11_小糖果.json
Hope_Good_Luck,等待,2019-07-30,,2020-06-18 21:17,,来新4年，36岁，国内本硕985，家庭月收入8k+，带两个女儿一起申请,meta/pr/2020-07-11/2020-06-18 21:17_Hope_Good_Luck.json
All the best,等待,2020-04-04,,2020-06-18 13:29,,來新10年，sp,meta/pr/2020-07-11/2020-06-18 13:29_All the best.json
小羊子,等待,2020-06-13,,2020-06-17 10:53,,"马来西亚人，25岁，新家坡higher Nitec part time 文凭，EP， 薪水2400, 在新大概五年，妈妈是PR, 第一次伸请。",meta/pr/2020-07-11/2020-06-17 10:53_小羊子.json
PENDING,等待,2020-01-24,,2020-06-16 21:58,,Profile: -25 years old single Malaysian Engineer with 40k annual income (exclusive aws and bonus). -Worked in SG for 1.5 years -Apply PR once received 6 months payslip in current company -Bachelor Degree Honors,meta/pr/2020-07-11/2020-06-16 21:58_PENDING.json
SH,通过,2019-07-02,2020-03-31,2020-06-16 12:15,273 days,男主申，211本科，8年工作经验，IT行业，来新2年，EP薪水9k。女，来新2年，DP，无工作。,meta/pr/2020-07-11/2020-06-16 12:15_SH.json
LL,通过,2016-07-22,2017-02-10,2020-06-15 22:16,203 days,"Malaysian, Diploma, 27岁 ，单身女，在新5年第一次申请，薪水2.4k",meta/pr/2020-07-11/2020-06-15 22:16_LL.json
YQ,等待,2020-04-03,,2020-06-11 11:02,,来新6年，NTU PhD毕业，工作6个月提交申请，EP月薪7K,meta/pr/2020-07-11/2020-06-11 11:02_YQ.json
pending,等待,2020-06-09,,2020-06-09 12:18,,15年NTU master，工作4年，IT行业，月薪6.5K，单身男，二次申请,meta/pr/2020-07-11/2020-06-09 12:18_pending.json
大公鸡,等待,2020-06-07,,2020-06-07 23:30,,双EP，本地硕士，中国本科，家庭收入12K，来新7年，带娃五战。。。,meta/pr/2020-07-11/2020-06-07 23:30_大公鸡.json
Covid-19 Bye Bye,等待,2020-05-23,,2020-06-05 21:12,,"马来西亚男, 单身29岁, SP月薪2.5k，Assistant Manager",meta/pr/2020-07-11/2020-06-05 21:12_Covid-19 Bye Bye.json
XIAOMAN,杯具,2019-11-15,2020-05-20,2020-06-05 18:10,187 days,"2010年来新 私校硕士+公立硕士（PT） 工作7年半， SP 6年，EP 一年半，单身 5.3k基本月薪 第三次申请 ------------ 四月renew 3年EP,薪水上调200， 五月 六个月时候reject",meta/pr/2020-07-11/2020-06-05 18:10_XIAOMAN.json
叶青,等待,2019-10-20,,2020-06-05 10:11,,来新工作三年，it 行业，设计，中国本科毕业，ep， 9k。 中国北方县城，单身。,meta/pr/2020-07-11/2020-06-05 10:11_叶青.json
EiYXG,等待,2020-04-30,,2020-06-04 17:40,,EP 美国硕士 国内211本科 18年底来新工作 月薪10k+,meta/pr/2020-07-11/2020-06-04 17:40_EiYXG.json
YS,等待,2020-03-05,,2020-06-04 11:40,,"来新5年，本科985，NTU master，月薪6.5K,制造业，30岁单身男。",meta/pr/2020-07-11/2020-06-04 11:40_YS.json
solosquad,等待,2020-05-28,,2020-06-04 09:58,,来新五年，nus phd，快工作满一年，工资5k,meta/pr/2020-07-11/2020-06-04 09:58_solosquad.json
xb,等待,2019-12-17,,2020-06-02 17:31,,EP 4k. 在新3年半后申请。,meta/pr/2020-07-11/2020-06-02 17:31_xb.json
deedee,等待,2020-02-06,,2020-06-01 17:27,,男 二十三 小公司 spass 来新十一年 中一到poly毕业然后工作 2.3k工资 焦急等待中,meta/pr/2020-07-11/2020-06-01 17:27_deedee.json
YishanMama,等待,2019-07-04,,2020-06-01 08:11,,幼儿老师，老公pr。刚生了娃。还在pending中,meta/pr/2020-07-11/2020-06-01 08:11_YishanMama.json
妙妙仙,杯具,2020-10-01,2020-05-13,2020-05-23 15:28,-141 days,女性工作人士来新两年半，学历来在于国内no name school，从事于IT行业，月薪8k,meta/pr/2020-07-11/2020-05-23 15:28_妙妙仙.json
cy,等待,2020-05-05,,2020-05-23 12:57,,来新13年，政府中三开始，N水准，ITE，私立IT本科，私企wp，sp，国企sp。工作总6年 现在4K+,meta/pr/2020-07-11/2020-05-23 12:57_cy.json
bb88cc,等待,2020-03-20,,2020-05-18 10:39,,俩人EP，来新两年，工资俩人16000+。外贸行业。顶着重税买了房子，不知道是否加分项。,meta/pr/2020-07-11/2020-05-18 10:39_bb88cc.json
you,等待,2020-01-08,,2020-05-18 03:28,,spass 来新10年 希望是好消息可以顺利通过,meta/pr/2020-07-11/2020-05-18 03:28_you.json
神奈,等待,2019-11-15,,2020-05-15 17:03,,大四+master ntu，毕业后工作3年多 主啊，都交给你了，相信你给的都是最适合我们的，阿门! Praise the Lord!,meta/pr/2020-07-11/2020-05-15 17:03_神奈.json
老李,杯具,2019-11-08,,2020-05-14 13:49,,"上海211本科，45岁，EP,来新一年，月薪12k，太太不工作，两儿子一个在政府中2，一个政府小4，全家申请",meta/pr/2020-07-11/2020-05-14 13:49_老李.json
CrazyFox,等待,2019-12-26,,2020-05-10 11:49,,男来新七年 欧洲硕士10k 妻本地博士 7k 有一娃本地上幼儿园 妻主申,meta/pr/2020-07-11/2020-05-10 11:49_CrazyFox.json
Ganina,通过,2018-09-28,2018-10-24,2020-05-04 11:33,26 days,"Malaysian, 31岁（2018）男，s pass, degree holder (马来西亚私人大学), 月薪 2500<< (2018)，一次申请不到一个月通过。有公司给的testimonials。",meta/pr/2020-07-11/2020-05-04 11:33_Ganina.json
上诉中,等待,2019-06-15,2019-12-17,2020-04-29 16:14,185 days,单独申请，在读博士，国内硕士。,meta/pr/2020-07-11/2020-04-29 16:14_上诉中.json
一次过,等待,2019-11-05,,2020-04-28 17:05,,新婚夫妻结婚1年多，女主申请，NUS master degree，来新5年。丈夫欧洲硕士，来新3年，家庭收入9k。双方本科均985、211。,meta/pr/2020-07-11/2020-04-28 17:05_一次过.json
TOBYCHRIS,等待,2019-09-05,,2020-04-26 12:30,,"外国本科，会计师证，35岁，男，单身，第4次申请，底薪6K+, EP, 来新工作11年。希望这次有好运。。。",meta/pr/2020-07-11/2020-04-26 12:30_TOBYCHRIS.json
希望能通过,等待,2019-11-21,,2020-04-26 12:17,,单身 马来西亚女 admin 薪水2400 第一次申请 来新一年递交申请 ep 有degree文凭,meta/pr/2020-07-11/2020-04-26 12:17_希望能通过.json
等的好久,等待,2019-10-21,,2020-04-25 21:20,,NUS博士，男，EP，base5500，第一次申，已经等了6个月了,meta/pr/2020-07-11/2020-04-25 21:20_等的好久.json
Luck,通过,2019-06-21,2020-03-20,2020-04-22 18:23,273 days,"马来西亚人，薪水3k，accounts executive, spass, 2017 apply 等9个月多 + appeal等6个月还是rejected, 今年刚完成advance diploma",meta/pr/2020-07-11/2020-04-22 18:23_Luck.json
小乖,等待,2020-03-22,,2020-04-19 17:56,,NTU硕士， 来新6年， 本地银行，月薪5.5K,meta/pr/2020-07-11/2020-04-19 17:56_小乖.json
Lex,等待,2019-10-18,,2020-04-19 10:44,,"EP, NUS 硕士，男，27，2015来新，$4000 教育行业， 二次申请",meta/pr/2020-07-11/2020-04-19 10:44_Lex.json
yzsg_123,上诉中,2020-04-15,,2020-04-18 21:54,,女，来新三年半，EP月薪4k+，国内985本新加坡公立硕，去年升职加薪报税之后二申，pending期间结婚，老公是新加坡公民，申请六个月后悲剧，今年加薪报税之后刚刚appeal，希望能有好消息,meta/pr/2020-07-11/2020-04-18 21:54_yzsg_123.json
一次过,等待,2020-04-14,,2020-04-15 13:29,,"SP,单身男 27岁，2018年6月来新，薪水4200+，澳门大学毕业，赌场工作，第一次申请，希望通过",meta/pr/2020-07-11/2020-04-15 13:29_一次过.json
pppp,通过,2019-08-09,2020-03-29,2020-04-11 18:30,233 days,"PASS O LEVEL, POLY读书， 澳洲大学文凭，回新加坡工作6个月，自己申请，已拿到pr",meta/pr/2020-07-11/2020-04-11 18:30_pppp.json
哦内嘎一,杯具,2019-10-03,2020-04-11,2020-04-11 14:29,191 days,国内985NTU硕士，影视行业工作了3年，月薪4k，嘤嘤嘤悲剧了,meta/pr/2020-07-11/2020-04-11 14:29_哦内嘎一.json
Tracy McGrady,通过,2019-08-22,2020-03-06,2020-04-07 18:23,197 days,NTU PhD 2018年毕业；NUS 博后半年申请；EP；薪水$4000,meta/pr/2020-07-11/2020-04-07 18:23_Tracy McGrady.json
Lulu,等待,2019-10-01,,2020-04-06 15:29,,国内211，ntu硕士，在新加坡3.5年，工作2年，银行ep，第一次申请。年薪6万. 等待，求好运,meta/pr/2020-07-11/2020-04-06 15:29_Lulu.json
86fmc,等待,2019-09-03,,2020-04-02 23:04,,中国人，女，34，国内本科，EP，月薪9K+，单身，来新2年,meta/pr/2020-07-11/2020-04-02 23:04_86fmc.json
Don't stop. Don't giv up,通过,2019-11-03,2020-03-05,2020-03-30 15:27,123 days,"男，27岁，Msian, 单身，EP, 工作第三年，第二份工作，工作1年半，月薪<<3k, 2019年11月申请，2020年3月批准。一更新准证就马上准备了，申请时有附上前公司老板对员工表现的信件（不知道有没有帮助），别放弃，加油",meta/pr/2020-07-11/2020-03-30 15:27_Don't stop. Don't giv up.json
we,通过,2019-09-20,2020-03-18,2020-03-29 17:51,180 days,"Malaysian, EP $3000, NTU, 工作八个月申请",meta/pr/2020-07-11/2020-03-29 17:51_we.json
kakarlu,等待,2020-02-18,,2020-03-24 15:52,,basic 1938. malaysian,meta/pr/2020-07-11/2020-03-24 15:52_kakarlu.json
DD,通过,2019-02-15,2019-06-13,2020-03-22 17:18,118 days,女，单身，30岁，国内211本科，SMU master，来新6年，EP holder， 7k+。给大家贡献一个单身姑娘申请到PR的例子，大龄未婚女青年不要放弃呀。（就在我申请到PR不久之后，就遇到了现在的男票，所以姑娘还是要敞开心门，多多的出去认识人！）,meta/pr/2020-07-11/2020-03-22 17:18_DD.json
zz,通过,2019-07-31,2020-02-28,2020-03-21 12:42,212 days,夫妻带小孩，EP+2DP，男方13年NTU master，女方香港硕士，家庭收入8K+,meta/pr/2020-07-11/2020-03-21 12:42_zz.json
花开了,通过,2019-09-20,2020-03-20,2020-03-20 15:53,182 days,夫妻带娃， 双EP+DP，来新8年，家庭月收入15k+,meta/pr/2020-07-11/2020-03-20 15:53_花开了.json
yukiyoshi,通过,2019-08-20,2020-03-10,2020-03-16 16:23,203 days,男主申，32岁。 NTU phd/salary 8k+/ EP. 女NTU在校phd 带一个一岁大在新加坡出生的儿子。 第二次申请。,meta/pr/2020-07-11/2020-03-16 16:23_yukiyoshi.json
huiyooh,通过,2019-07-05,2020-03-13,2020-03-13 10:16,252 days,"Spass $4000, TARC Diploma 电脑工程, 29岁 单身 马来西亚华人， 来新6个月就申请了",meta/pr/2020-07-11/2020-03-13 10:16_huiyooh.json
tttggg,等待,2020-03-02,,2020-03-12 13:32,,EP+DP带男孩,meta/pr/2020-07-11/2020-03-12 13:32_tttggg.json
等的花都谢了,等待,2019-04-08,,2020-03-11 17:16,,夫妻一起申请，男方EP月薪14K，欧洲本科硕士，来新4年多，女方欧洲硕士博士，来新一年dp，现在怀孕中，家庭主妇。一直pending，都快pending一年了,meta/pr/2020-07-11/2020-03-11 17:16_等的花都谢了.json
scientific94,通过,2019-11-10,2020-02-17,2020-03-10 19:23,99 days,马来西亚人 25岁 女 国大 4年 一级荣誉学位毕业 工作 9个月后 申请 EP 薪水 SGD4000,meta/pr/2020-07-11/2020-03-10 19:23_scientific94.json
actuary94,通过,2019-09-10,2020-02-24,2020-03-10 19:19,167 days,马来西亚人 25岁 男 单身 马来西亚大学毕业 第一份工，精算师Actuary 来新10个月后 申请 EP 薪水SGD5000,meta/pr/2020-07-11/2020-03-10 19:19_actuary94.json
小静静,通过,2017-01-14,2017-08-22,2020-03-09 14:47,220 days,"2010年来新，Poly+ntu , 工作半年申请的 semiconductor engineer,历时7个月多",meta/pr/2020-07-11/2020-03-09 14:47_小静静.json
